Id,Name,Platform_x,Publisher_x,Genre,ESRB_Rating,Platform_y,Publisher_y,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
61,Call of Duty: Modern Warfare 2,X360,Activision,Shooter,M,XBL,Activision,Treyarch,,,,,,,,,2011.0
61,Call of Duty: Modern Warfare 2,X360,Activision,Shooter,,PSN,Activision,Infinity Ward,,,,,,,,,2011.0
93,Call of Duty: Modern Warfare 2,PS3,Activision,Shooter,M,X360,Activision,Infinity Ward,9.5,9.0,,13.53,8.54,3.63,0.08,1.28,2009.0
93,Call of Duty: Modern Warfare 2,PS3,Activision,Shooter,M,PS3,Activision,Infinity Ward,9.5,,,10.61,4.99,3.66,0.38,1.59,2009.0
93,Call of Duty: Modern Warfare 2,PS3,Activision,Shooter,M,PC,Activision,Infinity Ward,9.0,,,0.88,0.01,0.79,,0.08,2009.0
93,Call of Duty: Modern Warfare 2,PS3,Activision,Shooter,M,XBL,Activision,Treyarch,,,,,,,,,2011.0
93,Call of Duty: Modern Warfare 2,PS3,Activision,Shooter,,PSN,Activision,Infinity Ward,,,,,,,,,2011.0
62,Call of Duty: WWII,PS4,Activision,Shooter,M,PS4,Activision,Sledgehammer Games,8.0,,,13.4,4.67,6.21,0.4,2.12,2017.0
62,Call of Duty: WWII,PS4,Activision,Shooter,M,XOne,Activision,Sledgehammer Games,,,,6.23,3.75,1.91,,0.57,2017.0
62,Call of Duty: WWII,PS4,Activision,Shooter,M,PC,Activision,Sledgehammer Games,,,,0.19,0.07,0.11,,0.01,2017.0
188,Call of Duty: WWII,XOne,Activision,Shooter,M,PS4,Activision,Sledgehammer Games,8.0,,,13.4,4.67,6.21,0.4,2.12,2017.0
188,Call of Duty: WWII,XOne,Activision,Shooter,M,XOne,Activision,Sledgehammer Games,,,,6.23,3.75,1.91,,0.57,2017.0
188,Call of Duty: WWII,XOne,Activision,Shooter,M,PC,Activision,Sledgehammer Games,,,,0.19,0.07,0.11,,0.01,2017.0
64,New Super Mario Bros. 2,3DS,Nintendo,Platform,E,3DS,Nintendo,Nintendo,7.5,,13.08,,,,,,2012.0
64,New Super Mario Bros. 2,3DS,Nintendo,Platform,E,3DS,Unknown,Nintendo EAD,,,,0.78,,,0.78,,2008.0
65,Super Smash Bros. Brawl,Wii,Nintendo,Fighting,T,Wii,Nintendo,Project Sora,9.2,9.7,13.29,,,,,,2008.0
66,Marvel's Spider-Man,PS4,Sony Interactive Entertainment,Action-Adventure,T,PS4,Sony Interactive Entertainment,Insomniac Games,9.1,,9.0,,,,,,2018.0
67,Grand Theft Auto III,PS2,Rockstar Games,Action,M,PS2,Rockstar Games,DMA Design,9.5,,,13.1,6.99,4.51,0.3,1.3,2001.0
67,Grand Theft Auto III,PS2,Rockstar Games,Action,M,PC,Rockstar Games,DMA Design,9.1,,,0.01,,0.01,,0.0,2002.0
67,Grand Theft Auto III,PS2,Rockstar Games,Action,M,XB,Rockstar Games,Rockstar Vienna,,,,,,,,,2003.0
68,Portal 2,PC,Valve,Shooter,E10,PC,Valve,Valve Software,9.7,,13.06,,,,,,2011.0
68,Portal 2,PC,Valve,Shooter,E10,X360,Valve,Valve Software,9.6,,,2.08,1.41,0.49,0.01,0.17,2011.0
68,Portal 2,PC,Valve,Shooter,E10,PS3,Valve,Valve Software,9.6,,,1.71,0.83,0.62,0.02,0.24,2011.0
69,Dead Rising,Series,Capcom,Action,M,X360,Capcom,Capcom Production Studio 1,8.4,,1.9,,,,,,2006.0
69,Dead Rising,Series,Capcom,Action,,PS4,Capcom,Capcom Production Studio 1,,,,0.08,0.04,,0.02,0.01,2016.0
69,Dead Rising,Series,Capcom,Action,,XOne,Capcom,Capcom Production Studio 1,,,,0.04,0.03,,,0.0,2016.0
69,Dead Rising,Series,Capcom,Action,M,XBL,Capcom,Capcom Production Studio 1,,,,,,,,,2010.0
71,Super Mario Galaxy,Wii,Nintendo,Platform,E,Wii,Nintendo,Nintendo EAD Tokyo,9.7,9.6,12.78,,,,,,2007.0
74,Super Mario 3D Land,3DS,Nintendo,Platform,E,3DS,Nintendo,Nintendo EAD Tokyo,8.9,,12.41,,,,,,2011.0
76,Animal Crossing: New Leaf,3DS,Nintendo,Simulation,E,3DS,Nintendo,Nintendo EAD,8.6,,12.1,,,,,,2013.0
77,Diablo III,PC,Blizzard Entertainment,Role-Playing,M,PC,Blizzard Entertainment,Blizzard Entertainment,9.0,,12.0,,,,,,2012.0
79,Gran Turismo 5,PS3,Sony Computer Entertainment,Racing,E,PS3,Sony Computer Entertainment,Polyphony Digital,8.3,,11.95,,,,,,2010.0
80,Super Mario 64,N64,Nintendo,Platform,E,N64,Nintendo,Nintendo EAD,9.7,,11.91,,,,,,1996.0
80,Super Mario 64,N64,Nintendo,Platform,E,VC,Nintendo,Nintendo EAD,9.0,,,,,,,,2006.0
80,Super Mario 64,N64,Nintendo,Platform,,iQue,Unknown,Nintendo EAD,,,,,,,,,2006.0
81,FIFA 18,PS4,EA Sports,Sports,E,PS4,EA Sports,EA Vancouver,8.3,,,11.8,1.27,8.64,0.15,1.73,2017.0
81,FIFA 18,PS4,EA Sports,Sports,E,XOne,EA Sports,EA Vancouver,8.0,,,3.14,0.98,1.92,,0.23,2017.0
81,FIFA 18,PS4,EA Sports,Sports,E,NS,EA Sports,EA Vancouver,5.8,9.1,,1.1,0.35,0.55,0.13,0.07,2017.0
81,FIFA 18,PS4,EA Sports,Sports,E,PS3,EA Sports,EA Vancouver,,,,0.54,0.06,0.4,0.01,0.08,2017.0
81,FIFA 18,PS4,EA Sports,Sports,E,X360,EA Sports,EA Vancouver,,,,0.26,0.05,0.19,,0.02,2017.0
81,FIFA 18,PS4,EA Sports,Sports,E,PC,EA Sports,EA Vancouver,8.0,,,0.08,,0.08,,0.0,2017.0
82,The Last of Us Remastered,PS4,Sony Computer Entertainment,Action-Adventure,M,PS4,Sony Computer Entertainment,Naughty Dog,9.5,,1.0,,,,,,2014.0
83,Gran Turismo 4,PS2,Sony Computer Entertainment,Racing,E,PS2,Sony Computer Entertainment,Polyphony Digital,8.7,,11.76,,,,,,2005.0
85,Animal Crossing: Wild World,DS,Nintendo,Simulation,E,DS,Nintendo,Nintendo EAD,8.5,,11.75,,,,,,2005.0
86,Super Mario Land 2: 6 Golden Coins,GB,Nintendo,Platform,E,GB,Nintendo,Nintendo R&D1,9.0,,11.18,,,,,,1992.0
86,Super Mario Land 2: 6 Golden Coins,GB,Nintendo,Platform,,3DS,Unknown,Nintendo,9.0,,,,,,,,2011.0
87,Grand Theft Auto IV,X360,Rockstar Games,Action,M,X360,Rockstar Games,Rockstar North,10.0,,,11.09,6.8,3.11,0.14,1.04,2008.0
87,Grand Theft Auto IV,X360,Rockstar Games,Action,M,PS3,Rockstar Games,Rockstar North,10.0,9.0,,10.57,4.79,3.73,0.44,1.62,2008.0
87,Grand Theft Auto IV,X360,Rockstar Games,Action,M,PC,Rockstar Games,Rockstar Toronto,9.2,,,0.87,0.01,0.8,,0.06,2008.0
87,Grand Theft Auto IV,X360,Rockstar Games,Action,M,XBL,Rockstar Games,Rockstar North,,,,,,,,,2009.0
94,Grand Theft Auto IV,PS3,Rockstar Games,Action,M,X360,Rockstar Games,Rockstar North,10.0,,,11.09,6.8,3.11,0.14,1.04,2008.0
94,Grand Theft Auto IV,PS3,Rockstar Games,Action,M,PS3,Rockstar Games,Rockstar North,10.0,9.0,,10.57,4.79,3.73,0.44,1.62,2008.0
94,Grand Theft Auto IV,PS3,Rockstar Games,Action,M,PC,Rockstar Games,Rockstar Toronto,9.2,,,0.87,0.01,0.8,,0.06,2008.0
94,Grand Theft Auto IV,PS3,Rockstar Games,Action,M,XBL,Rockstar Games,Rockstar North,,,,,,,,,2009.0
88,Super Mario 64 DS,DS,Nintendo,Platform,E,DS,Nintendo,Nintendo EAD,8.6,,11.06,,,,,,2004.0
89,God of War (2018),PS4,Sony Interactive Entertainment,Action,M,PS4,Sony Interactive Entertainment,SIE Santa Monica Studio,9.7,,,6.15,2.83,2.17,0.13,1.02,2018.0
90,Terraria,PC,Unknown,Platform,T,PC,Unknown,Re-Logic,8.8,,11.0,,,,,,2011.0
90,Terraria,PC,Unknown,Action-Adventure,T,X360,505 Games,Engine Software,7.8,,,0.69,0.35,0.29,,0.06,2013.0
90,Terraria,PC,Unknown,Action-Adventure,T,PS3,505 Games,Engine Software,,,,0.45,0.09,0.21,0.09,0.06,2013.0
90,Terraria,PC,Unknown,Action,T,3DS,505 Games,Re-Logic,,,,0.12,,0.06,0.06,0.0,2015.0
90,Terraria,PC,Unknown,Action-Adventure,T,PSV,505 Games,Engine Software,,,,0.1,,0.01,0.09,0.0,2013.0
90,Terraria,PC,Unknown,Action,T,PS4,505 Games,Re-Logic,,,,0.07,,0.05,0.01,0.01,2014.0
90,Terraria,PC,Unknown,Action,T,WiiU,505 Games,Re-Logic,,,,0.04,,0.03,0.01,0.0,2016.0
90,Terraria,PC,Unknown,Action,T,XOne,505 Games,Re-Logic,,,,0.04,,0.04,,0.0,2014.0
90,Terraria,PC,Unknown,Action-Adventure,T,And,505 Games,CodeGlue,,,,,,,,,2013.0
91,FIFA 17,PS4,Electronic Arts,Sports,E,PS4,Electronic Arts,EA Canada,8.9,,,10.94,1.26,7.95,0.12,1.61,2016.0
91,FIFA 17,PS4,Electronic Arts,Sports,E,XOne,Electronic Arts,EA Canada,8.8,,,3.71,1.04,2.4,,0.27,2016.0
91,FIFA 17,PS4,Electronic Arts,Sports,E,PS3,Electronic Arts,EA Canada,,,,1.36,0.14,0.98,0.04,0.2,2016.0
91,FIFA 17,PS4,Electronic Arts,Sports,E,X360,Electronic Arts,EA Canada,,,,0.82,0.2,0.56,,0.06,2016.0
91,FIFA 17,PS4,Electronic Arts,Sports,E,PC,Electronic Arts,EA Canada,,,,0.19,,0.18,,0.01,2016.0
92,Gran Turismo,PS,Sony Computer Entertainment,Racing,E,PS,Sony Computer Entertainment,Polyphony Digital,9.5,,10.85,,,,,,1998.0
92,Gran Turismo,PS,Sony Computer Entertainment,Racing,E,PSP,Sony Computer Entertainment,Polyphony Digital,7.7,9.5,4.67,,,,,,2009.0
95,Super Mario All-Stars,SNES,Nintendo,Platform,E,SNES,Nintendo,Nintendo EAD,,9.5,10.55,,,,,,1993.0
96,Call of Duty: Ghosts,X360,Activision,Shooter,M,X360,Activision,Infinity Ward,6.9,,,10.41,6.76,2.64,0.04,0.98,2013.0
96,Call of Duty: Ghosts,X360,Activision,Shooter,M,PS3,Activision,Infinity Ward,7.5,,,10.13,4.11,4.01,0.39,1.62,2013.0
96,Call of Duty: Ghosts,X360,Activision,Shooter,M,PS4,Activision,Infinity Ward,7.5,,,4.17,1.79,1.64,0.05,0.69,2013.0
96,Call of Duty: Ghosts,X360,Activision,Shooter,M,XOne,Activision,Infinity Ward,7.5,,,3.07,1.92,0.86,,0.28,2013.0
96,Call of Duty: Ghosts,X360,Activision,Shooter,M,PC,Activision,Infinity Ward,8.8,,,0.67,0.26,0.36,,0.05,2013.0
96,Call of Duty: Ghosts,X360,Activision,Shooter,M,WiiU,Activision,Infinity Ward,8.8,,,0.35,0.22,0.09,0.01,0.03,2013.0
98,Call of Duty: Ghosts,PS3,Activision,Shooter,M,X360,Activision,Infinity Ward,6.9,,,10.41,6.76,2.64,0.04,0.98,2013.0
98,Call of Duty: Ghosts,PS3,Activision,Shooter,M,PS3,Activision,Infinity Ward,7.5,,,10.13,4.11,4.01,0.39,1.62,2013.0
98,Call of Duty: Ghosts,PS3,Activision,Shooter,M,PS4,Activision,Infinity Ward,7.5,,,4.17,1.79,1.64,0.05,0.69,2013.0
98,Call of Duty: Ghosts,PS3,Activision,Shooter,M,XOne,Activision,Infinity Ward,7.5,,,3.07,1.92,0.86,,0.28,2013.0
98,Call of Duty: Ghosts,PS3,Activision,Shooter,M,PC,Activision,Infinity Ward,8.8,,,0.67,0.26,0.36,,0.05,2013.0
98,Call of Duty: Ghosts,PS3,Activision,Shooter,M,WiiU,Activision,Infinity Ward,8.8,,,0.35,0.22,0.09,0.01,0.03,2013.0
97,Just Dance 3,Wii,Ubisoft,Misc,E10,Wii,Ubisoft,Ubisoft Paris,7.5,,,10.14,5.95,3.13,,1.06,2011.0
97,Just Dance 3,Wii,Ubisoft,Misc,E10,X360,Ubisoft,Ubisoft Paris,5.5,,,2.02,1.47,0.39,,0.16,2011.0
97,Just Dance 3,Wii,Ubisoft,Misc,E10,PS3,Ubisoft,Ubisoft Paris,,,,0.63,0.34,0.21,,0.09,2011.0
99,Horizon: Zero Dawn,PS4,Sony Interactive Entertainment,Action,T,PS4,Sony Interactive Entertainment,Guerrilla Games,9.1,8.0,10.0,,,,,,2017.0
100,Persona,Series,Atlus,Role-Playing,E,PS,Atlus,Atlus Co.,8.1,,,0.45,,,0.42,0.03,1996.0
101,RollerCoaster Tycoon 3,PC,Atari,Strategy,E,PC,Atari,Frontier Developments,8.3,,10.0,,,,,,2004.0
102,Halo: Reach,X360,Microsoft Game Studios,Shooter,M,X360,Microsoft Game Studios,Bungie,9.3,,,9.97,7.08,2.01,0.08,0.8,2010.0
102,Halo: Reach,X360,Microsoft Game Studios,Shooter,M,XBL,Microsoft Game Studios,Bungie,,,,,,,,,2011.0
103,Portal,PC,Valve Corporation,Shooter,T,PC,Valve Corporation,Valve Software,9.0,,9.97,,,,,,2008.0
103,Portal,PC,Valve Corporation,Puzzle,T,OSX,Valve Corporation,Valve Corporation,,,,,,,,,2010.0
104,Halo 4,X360,Microsoft Studios,Shooter,M,X360,Microsoft Studios,343 Industries,,,,9.96,6.72,2.36,0.04,0.83,2012.0
105,Final Fantasy VII,PS,Sony Computer Entertainment,Role-Playing,T,PS,Sony Computer Entertainment,SquareSoft,9.6,9.5,9.9,,,,,,1997.0
105,Final Fantasy VII,PS,Sony Computer Entertainment,Role-Playing,T,PC,Eidos Interactive,SquareSoft,8.4,,1.14,,,,,,1998.0
105,Final Fantasy VII,PS,Sony Computer Entertainment,Role-Playing,T,PSN,Sony Computer Entertainment,SquareSoft,,,,,,,,,2009.0
105,Final Fantasy VII,PS,Sony Computer Entertainment,Role-Playing,,iOS,Square Enix,SquareSoft,,,,,,,,,2015.0
105,Final Fantasy VII,PS,Sony Computer Entertainment,Role-Playing,T,PS4,Square Enix,Square Enix,,,,,,,,,2015.0
105,Final Fantasy VII,PS,Sony Computer Entertainment,Role-Playing,T,NS,Square Enix,Square Enix,,,,,,,,,2019.0
105,Final Fantasy VII,PS,Sony Computer Entertainment,Role-Playing,,XOne,Square Enix,Square Enix,,,,,,,,,2019.0
105,Final Fantasy VII,PS,Sony Computer Entertainment,Role-Playing,,And,Square Enix,Square Enix,,,,,,,,,2016.0
106,Mario Kart 64,N64,Nintendo,Racing,E,N64,Nintendo,Nintendo EAD,8.5,,9.87,,,,,,1997.0
106,Mario Kart 64,N64,Nintendo,Racing,E,VC,Nintendo,Nintendo EAD,7.1,,,,,,,,2007.0
106,Mario Kart 64,N64,Nintendo,Racing,,iQue,Unknown,Nintendo EAD,,,,,,,,,2007.0
107,Splatoon 2,NS,Nintendo,Shooter,E10,NS,Nintendo,Nintendo EPD,8.2,,8.27,,,,,,2017.0
108,Super Smash Bros. for 3DS,3DS,Nintendo,Fighting,E10,3DS,Nintendo,Bandai Namco Games,8.4,,9.45,,,,,,2014.0
109,StarCraft,PC,Blizzard Entertainment,Strategy,T,PC,Blizzard Entertainment,Blizzard Entertainment,8.7,,9.5,,,,,,1998.0
109,StarCraft,PC,Blizzard Entertainment,Misc,,OSX,Blizzard Entertainment,Unknown,,,,,,,,,1999.0
110,Call of Duty 4: Modern Warfare,X360,Activision,Shooter,M,X360,Activision,Infinity Ward,9.6,9.0,,9.41,5.98,2.39,0.13,0.91,2007.0
110,Call of Duty 4: Modern Warfare,X360,Activision,Shooter,M,PS3,Activision,Infinity Ward,9.5,9.6,,6.72,3.13,2.27,0.28,1.04,2007.0
110,Call of Duty 4: Modern Warfare,X360,Activision,Shooter,M,PC,Activision,Infinity Ward,9.3,,,1.15,,1.12,,0.03,2007.0
110,Call of Duty 4: Modern Warfare,X360,Activision,Shooter,T,DS,Activision,n-Space,7.3,,,1.05,0.95,0.02,0.01,0.08,2007.0
110,Call of Duty 4: Modern Warfare,X360,Activision,Shooter,M,XBL,Activision,Infinity Ward,,,,,,,,,2010.0
110,Call of Duty 4: Modern Warfare,X360,Activision,Shooter,M,PSN,Activision,Infinity Ward,,,,,,,,,2011.0
169,Call of Duty 4: Modern Warfare,PS3,Activision,Shooter,M,X360,Activision,Infinity Ward,9.6,9.0,,9.41,5.98,2.39,0.13,0.91,2007.0
169,Call of Duty 4: Modern Warfare,PS3,Activision,Shooter,M,PS3,Activision,Infinity Ward,9.5,9.6,,6.72,3.13,2.27,0.28,1.04,2007.0
169,Call of Duty 4: Modern Warfare,PS3,Activision,Shooter,M,PC,Activision,Infinity Ward,9.3,,,1.15,,1.12,,0.03,2007.0
169,Call of Duty 4: Modern Warfare,PS3,Activision,Shooter,T,DS,Activision,n-Space,7.3,,,1.05,0.95,0.02,0.01,0.08,2007.0
169,Call of Duty 4: Modern Warfare,PS3,Activision,Shooter,M,XBL,Activision,Infinity Ward,,,,,,,,,2010.0
169,Call of Duty 4: Modern Warfare,PS3,Activision,Shooter,M,PSN,Activision,Infinity Ward,,,,,,,,,2011.0
111,Gran Turismo 2,PS,Sony Computer Entertainment,Racing,E,PS,Sony Computer Entertainment,Polyphony Digital,9.2,,9.37,,,,,,1999.0
112,Wii Party,Wii,Nintendo,Misc,E,Wii,Nintendo,"Nd Cube Co., Ltd.",7.0,,9.32,,,,,,2010.0
113,Call of Duty: Black Ops IIII,PS4,Activision,Shooter,M,PS4,Activision,Treyarch,,,,9.32,4.05,3.28,0.5,1.49,2018.0
113,Call of Duty: Black Ops IIII,PS4,Activision,Shooter,M,XOne,Activision,Treyarch,,,,4.85,3.27,1.12,,0.46,2018.0
113,Call of Duty: Black Ops IIII,PS4,Activision,Shooter,M,PC,Activision,Treyarch,,,,0.13,0.05,0.07,,0.01,2018.0
114,Mario Party DS,DS,Nintendo,Misc,E,DS,Nintendo,Hudson Soft,7.1,,9.31,,,,,,2007.0
115,Donkey Kong Country,SNES,Nintendo,Platform,E,SNES,Nintendo,Rare Ltd.,9.0,,9.3,,,,,,1994.0
115,Donkey Kong Country,SNES,Nintendo,Platform,E,GBC,Nintendo,Rare Ltd.,9.1,,2.19,,,,,,2000.0
115,Donkey Kong Country,SNES,Nintendo,Platform,E,GBA,Nintendo,Rare Ltd.,7.5,,1.82,,,,,,2003.0
115,Donkey Kong Country,SNES,Nintendo,Platform,E,VC,Nintendo,Rare Ltd.,8.1,,,,,,,,2007.0
117,Uncharted 3: Drake's Deception,PS3,Sony Computer Entertainment,Action,T,PS3,Sony Computer Entertainment,Naughty Dog,9.3,6.3,,6.84,2.77,2.81,0.19,1.06,2011.0
118,FIFA 19,PS4,Electronic Arts,Sports,E,PS4,Electronic Arts,EA Sports,,,,9.15,0.84,6.87,0.1,1.34,2018.0
118,FIFA 19,PS4,Electronic Arts,Sports,E,XOne,Electronic Arts,EA Sports,,,,2.22,0.56,1.5,,0.16,2018.0
118,FIFA 19,PS4,Electronic Arts,Sports,E,NS,Electronic Arts,EA Sports,5.9,,,0.75,0.18,0.47,0.06,0.05,2018.0
118,FIFA 19,PS4,Electronic Arts,Sports,,X360,Electronic Arts,EA Sports,,,,0.06,,0.06,,0.0,2018.0
118,FIFA 19,PS4,Electronic Arts,Sports,,PS3,Electronic Arts,EA Sports,,,,0.04,,0.03,,0.01,2018.0
118,FIFA 19,PS4,Electronic Arts,Sports,E,PC,Electronic Arts,EA Sports,,,,,,,,,2018.0
119,Super Mario Party,NS,Nintendo,Party,E,NS,Nintendo,"Nd Cube Co., Ltd.",7.3,,5.3,,,,,,2018.0
120,Rust,PC,Facepunch Studios,Action-Adventure,,PC,Facepunch Studios,Facepunch Studios,6.1,,9.15,,,,,,2018.0
120,Rust,PC,Facepunch Studios,Action-Adventure,RP,OSX,Facepunch Studios,Facepunch Studios,,,,,,,,,2018.0
120,Rust,PC,Facepunch Studios,Action-Adventure,RP,Linux,Facepunch Studios,Facepunch Studios,,,,,,,,,2018.0
121,Half-Life 2,PC,VU Games,Shooter,M,PC,VU Games,Valve Software,9.7,,8.88,,,,,,2004.0
121,Half-Life 2,PC,VU Games,Shooter,M,XB,Electronic Arts,Valve Software,8.9,,,0.61,0.37,0.21,,0.03,2005.0
121,Half-Life 2,PC,VU Games,Misc,,OSX,Valve Corporation,Unknown,,,,,,,,,2010.0
122,The Elder Scrolls V: Skyrim,X360,Bethesda Softworks,Role-Playing,M,X360,Bethesda Softworks,Bethesda Game Studios,9.3,,,8.88,5.1,2.83,0.1,0.85,2011.0
122,The Elder Scrolls V: Skyrim,X360,Bethesda Softworks,Role-Playing,M,PS3,Bethesda Softworks,Bethesda Game Studios,9.0,,,6.49,2.57,2.68,0.25,0.99,2011.0
122,The Elder Scrolls V: Skyrim,X360,Bethesda Softworks,Role-Playing,M,PC,Bethesda Softworks,Bethesda Game Studios,9.2,,,3.99,1.18,2.25,,0.56,2011.0
122,The Elder Scrolls V: Skyrim,X360,Bethesda Softworks,Role-Playing,M,NS,Bethesda Softworks,Bethesda Softworks,8.6,9.1,,1.15,0.67,0.32,0.06,0.1,2017.0
179,The Elder Scrolls V: Skyrim,PS3,Bethesda Softworks,Role-Playing,M,X360,Bethesda Softworks,Bethesda Game Studios,9.3,,,8.88,5.1,2.83,0.1,0.85,2011.0
179,The Elder Scrolls V: Skyrim,PS3,Bethesda Softworks,Role-Playing,M,PS3,Bethesda Softworks,Bethesda Game Studios,9.0,,,6.49,2.57,2.68,0.25,0.99,2011.0
179,The Elder Scrolls V: Skyrim,PS3,Bethesda Softworks,Role-Playing,M,PC,Bethesda Softworks,Bethesda Game Studios,9.2,,,3.99,1.18,2.25,,0.56,2011.0
179,The Elder Scrolls V: Skyrim,PS3,Bethesda Softworks,Role-Playing,M,NS,Bethesda Softworks,Bethesda Softworks,8.6,9.1,,1.15,0.67,0.32,0.06,0.1,2017.0
123,Mario Party 8,Wii,Nintendo,Misc,E,Wii,Nintendo,Hudson Soft,6.5,,8.85,,,,,,2007.0
124,Super Mario Kart,SNES,Nintendo,Racing,E,SNES,Nintendo,Nintendo EAD,10.0,,8.76,,,,,,1992.0
124,Super Mario Kart,SNES,Nintendo,Racing,E,VC,Nintendo,Nintendo EAD,,,,,,,,,2009.0
127,Final Fantasy VIII,PS,Square EA,Role-Playing,T,PS,Square EA,SquareSoft,9.4,,8.6,,,,,,1999.0
127,Final Fantasy VIII,PS,Square EA,Role-Playing,T,PC,Square EA,SquareSoft,8.0,,0.58,,,,,,2000.0
127,Final Fantasy VIII,PS,Square EA,Role-Playing,T,PSN,Sony Computer Entertainment,SquareSoft,,,,,,,,,2009.0
128,Final Fantasy X,PS2,Square,Role-Playing,T,PS2,Square,SquareSoft,9.0,10.0,8.6,,,,,,2001.0
130,Call of Duty: Infinite Warfare,PS4,Activision,Shooter,M,PS4,Activision,Infinity Ward,,,,8.48,3.11,3.83,0.19,1.36,2016.0
130,Call of Duty: Infinite Warfare,PS4,Activision,Shooter,M,XOne,Activision,Infinity Ward,,,,4.79,2.91,1.44,,0.44,2016.0
130,Call of Duty: Infinite Warfare,PS4,Activision,Shooter,M,PC,Activision,Infinity Ward,,,,0.33,0.12,0.19,,0.03,2016.0
131,Fallout 4,PS4,Bethesda Softworks,Role-Playing,M,PS4,Bethesda Softworks,Bethesda Game Studios,8.6,,,8.48,2.91,3.97,0.27,1.34,2015.0
131,Fallout 4,PS4,Bethesda Softworks,Role-Playing,M,XOne,Bethesda Softworks,Bethesda Game Studios,8.4,,,5.03,2.94,1.62,0.02,0.45,2015.0
131,Fallout 4,PS4,Bethesda Softworks,Role-Playing,M,PC,Bethesda Softworks,Bethesda Game Studios,9.0,,,1.4,0.57,0.72,,0.11,2015.0
132,Mario Kart 8,WiiU,Nintendo,Racing,E,WiiU,Nintendo,Nintendo,8.8,,8.42,,,,,,2014.0
133,Tekken 3,PS,Namco,Fighting,T,PS,Namco,Namco,9.6,,8.3,,,,,,1998.0
134,FIFA 16,PS4,EA Sports,Sports,E,PS4,EA Sports,EA Canada,8.5,,,8.22,1.15,5.77,0.07,1.23,2015.0
134,FIFA 16,PS4,EA Sports,Sports,E,XOne,EA Sports,EA Canada,8.5,,,3.25,0.92,2.1,,0.24,2015.0
134,FIFA 16,PS4,EA Sports,Sports,E,PS3,EA Sports,EA Canada,9.0,,,2.55,0.43,1.68,0.05,0.38,2015.0
134,FIFA 16,PS4,EA Sports,Sports,E,X360,EA Sports,EA Canada,9.0,,,1.59,0.59,0.88,,0.12,2015.0
134,FIFA 16,PS4,EA Sports,Sports,E,PC,EA Sports,EA Canada,8.5,,,0.21,0.07,0.13,,0.02,2015.0
135,The Last of Us,PS3,Sony Computer Entertainment America,Action-Adventure,M,PS3,Sony Computer Entertainment America,Naughty Dog,9.5,,,6.27,2.41,2.57,0.29,0.99,2013.0
136,GoldenEye 007,N64,Nintendo,Shooter,T,N64,Nintendo,Rare Ltd.,9.8,,8.09,,,,,,1997.0
136,GoldenEye 007,N64,Nintendo,Shooter,T,Wii,Activision,Eurocom Entertainment Software,8.0,,,1.36,0.76,0.6,0.0,,2010.0
136,GoldenEye 007,N64,Nintendo,Shooter,T,DS,Activision,n-Space,5.5,,,0.08,0.08,0.0,,,2010.0
137,Star Wars Battlefront (2015),PS4,Electronic Arts,Shooter,T,PS4,Electronic Arts,EA DICE,7.1,,,8.03,3.31,3.19,0.23,1.3,2015.0
137,Star Wars Battlefront (2015),PS4,Electronic Arts,Shooter,T,XOne,Electronic Arts,EA DICE,6.9,,,4.15,2.49,1.26,0.02,0.38,2015.0
137,Star Wars Battlefront (2015),PS4,Electronic Arts,Shooter,T,PC,Electronic Arts,EA DICE,7.5,,,0.49,0.13,0.33,,0.04,2015.0
138,FIFA 13,PS3,EA Sports,Sports,E,PS3,EA Sports,EA Canada,,,,8.01,1.07,5.13,0.13,1.68,2012.0
138,FIFA 13,PS3,EA Sports,Sports,E,X360,EA Sports,EA Canada,,,,5.11,1.1,3.49,0.03,0.5,2012.0
138,FIFA 13,PS3,EA Sports,Sports,E,Wii,EA Sports,EA Canada,,,,0.69,0.18,0.46,,0.06,2012.0
138,FIFA 13,PS3,EA Sports,Sports,E,WiiU,EA Sports,EA Canada,7.0,,,0.49,0.18,0.28,,0.04,2012.0
138,FIFA 13,PS3,EA Sports,Sports,E,PSP,EA Sports,EA Canada,,,,0.38,0.06,0.22,0.02,0.08,2012.0
138,FIFA 13,PS3,EA Sports,Sports,E,PC,EA Sports,EA Canada,,,,0.38,0.02,0.32,,0.04,2012.0
138,FIFA 13,PS3,EA Sports,Sports,E,3DS,EA Sports,EA Canada,,,,0.3,0.06,0.21,,0.02,2012.0
138,FIFA 13,PS3,EA Sports,Misc,,PS2,EA Sports,Unknown,,,,,,,,,2012.0
139,Halo 2,XB,Microsoft Game Studios,Shooter,M,XB,Microsoft Game Studios,Bungie Studios,9.6,,8.0,,,,,,2004.0
139,Halo 2,XB,Microsoft Game Studios,Shooter,M,PC,Microsoft Game Studios,Hired Gun,6.9,,,0.09,0.01,0.06,,0.01,2007.0
140,The Sims 3,PC,Electronic Arts,Simulation,T,PC,Electronic Arts,EA Redwood Shores,8.5,,,7.96,1.01,6.46,,0.5,2009.0
140,The Sims 3,PC,Electronic Arts,Simulation,T,X360,Electronic Arts,The Sims Studio,8.0,,,2.31,1.28,0.82,0.0,0.2,2010.0
